City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Marsa Matruh,EG,31.3525,27.2453,80.64,50,0,15.35,clear sky
349,Ekpoma,NG,6.7421,6.139,70.66,98,60,3.67,broken clouds
350,Ejido,VE,8.5514,-71.2375,74.66,78,100,3.31,overcast clouds
351,Vostochnyy,RU,55.8167,37.8667,66.38,76,46,2.39,scattered clouds
352,Ostersund,SE,63.1792,14.6357,58.6,88,20,9.22,few clouds
353,Road Town,VG,18.4167,-64.6167,84.29,65,20,11.5,few clouds
354,Gatton,AU,-27.55,152.2833,45.21,86,0,6.8,clear sky
355,Torbay,CA,47.6666,-52.7314,61.29,95,100,3.0,overcast clouds
356,Ancud,CL,-41.8697,-73.8203,44.74,72,89,6.29,overcast clouds
357,Sinnamary,GF,5.3833,-52.95,79.43,83,96,8.5,moderate rain
358,Bose,IT,45.4612,8.0137,69.39,48,0,5.44,clear sky
359,Maceio,BR,-9.6658,-35.7353,78.24,88,75,4.61,broken clouds
360,Chimbote,PE,-9.0853,-78.5783,67.39,75,55,9.91,broken clouds
361,Miyako,JP,39.6367,141.9525,59.49,92,93,1.95,overcast clouds
362,Luganville,VU,-15.5333,167.1667,80.24,83,100,6.6,overcast clouds
363,Fortuna,US,40.5982,-124.1573,79.93,71,40,12.66,scattered clouds
364,Yellowknife,CA,62.456,-114.3525,75.72,35,75,18.01,broken clouds
365,Bud,US,39.447,-86.1758,72.93,74,100,7.16,light rain
366,Wad Rawah,SD,15.1603,33.1397,93.25,34,70,10.63,broken clouds
367,Asfi,MA,32.2994,-9.2372,69.31,92,10,9.89,clear sky
368,Camacha,PT,33.0833,-16.3333,63.82,82,75,13.8,broken clouds
369,Krasnoselkup,RU,65.7,82.4667,62.53,47,78,18.5,broken clouds
370,Oriximina,BR,-1.7656,-55.8661,79.25,84,76,4.54,broken clouds
371,Kieta,PG,-6.2167,155.6333,80.01,78,10,2.48,clear sky
372,Ladybrand,ZA,-29.1945,27.4574,44.56,51,0,2.51,clear sky
373,Mokrous,RU,51.2333,47.5167,64.45,73,25,8.21,scattered clouds
374,Nouadhibou,MR,20.931,-17.0347,67.98,83,1,20.71,sand
375,Beloha,MG,-25.1667,45.05,63.68,95,1,5.46,clear sky
376,Merrill,US,45.1805,-89.6835,78.62,36,0,10.36,clear sky
377,Slobozia,MD,46.7281,29.7078,61.65,90,12,5.17,few clouds
378,Gorno-Altaysk,RU,51.9561,85.955,59.25,71,0,5.73,clear sky
379,Manzhouli,CN,49.6,117.4333,55.24,74,29,7.09,scattered clouds
380,Qinhuangdao,CN,39.9317,119.5883,62.58,95,24,5.84,few clouds
381,Severobaykalsk,RU,55.65,109.3167,47.5,77,80,3.02,broken clouds
382,Brae,GB,60.3964,-1.353,54.07,84,100,11.83,overcast clouds
383,Sorland,NO,67.667,12.6934,46.26,76,1,16.4,clear sky
384,Tarakan,ID,3.3,117.6333,74.7,100,40,3.44,scattered clouds
385,Psebay,RU,44.1234,40.8107,57.27,92,98,5.21,overcast clouds
386,Nicoya,CR,10.1483,-85.452,81.88,78,86,1.81,overcast clouds
387,Kunming,CN,25.0389,102.7183,60.73,100,100,6.71,overcast clouds
388,Bridlington,GB,54.0831,-0.1919,62.89,76,3,12.66,clear sky
389,Isangel,VU,-19.55,169.2667,77.11,94,75,6.91,broken clouds
390,Palana,RU,59.1167,159.9667,40.73,76,100,19.77,light rain
391,Chokurdakh,RU,70.6333,147.9167,51.51,47,63,11.83,broken clouds
392,Ola,RU,59.5833,151.2833,39.15,98,100,14.2,light rain
393,Karratha,AU,-20.7377,116.8463,71.96,84,0,8.25,clear sky
394,Shuya,RU,56.8487,41.3883,56.48,87,90,5.77,overcast clouds
395,Bubaque,GW,11.2833,-15.8333,81.09,80,35,19.39,scattered clouds
396,Belawan,ID,3.7755,98.6832,74.5,91,91,5.23,overcast clouds
397,Pangoa,PE,-12.1167,-73.0,71.55,95,72,3.78,broken clouds
398,Dingalan,PH,15.3897,121.3929,78.89,87,100,1.86,overcast clouds
399,Ciudad Bolivar,VE,8.1222,-63.5497,86.88,56,98,10.27,overcast clouds
400,Kirkwall,GB,58.9848,-2.9587,53.96,87,99,11.5,overcast clouds
401,Samarai,PG,-10.6167,150.6667,79.7,79,99,4.29,overcast clouds
402,Soyo,AO,-6.1349,12.3689,74.26,90,8,6.15,clear sky
403,Batemans Bay,AU,-35.7167,150.1833,47.1,88,3,4.92,clear sky
404,Antsohihy,MG,-14.8796,47.9875,68.83,73,0,5.99,clear sky
405,Otse,BW,-25.0167,25.7333,48.61,43,0,1.61,clear sky
406,Stettler,CA,52.3168,-112.7186,71.35,40,57,14.97,broken clouds
407,Parrita,CR,9.5201,-84.3225,81.81,76,99,5.48,overcast clouds
408,Rosarito,MX,32.3333,-117.0333,87.66,67,44,6.85,scattered clouds
409,Lasa,IT,46.6166,10.7002,59.88,84,5,5.06,clear sky
410,Kilindoni,TZ,-7.9139,39.6668,79.12,72,51,18.23,light rain
411,Leshukonskoye,RU,64.8989,45.7622,39.92,92,44,7.99,scattered clouds
412,Lucapa,AO,-8.4192,20.7447,63.86,44,38,4.07,scattered clouds
413,Erzin,TR,36.9559,36.2,69.31,87,19,3.0,few clouds
414,Royan,FR,45.6285,-1.0281,64.81,87,2,9.78,clear sky
415,Chipata,ZM,-13.6333,32.65,53.4,90,9,5.77,clear sky
416,Clovis,US,36.8252,-119.7029,104.61,28,0,5.75,clear sky
417,Ler,SS,8.3018,30.1418,75.63,73,97,4.63,light rain
418,Bambanglipuro,ID,-7.95,110.2833,73.58,96,100,1.5,overcast clouds
419,Kikwit,CD,-5.041,18.8162,70.66,44,26,2.71,scattered clouds
420,Ciudad Guayana,VE,8.3533,-62.6528,82.53,81,96,5.7,overcast clouds
421,Kawalu,ID,-7.3817,108.2082,72.05,97,88,1.25,overcast clouds
422,Olafsvik,IS,64.8945,-23.7142,45.3,84,100,22.79,overcast clouds
423,Athabasca,CA,54.7169,-113.2854,61.21,78,96,10.25,overcast clouds
424,Faridabad,IN,28.4333,77.3167,93.45,12,25,7.74,scattered clouds
425,Rouvroy,FR,50.3925,2.904,64.69,75,11,5.19,few clouds
426,Saldanha,ZA,-33.0117,17.9442,64.02,47,23,11.79,few clouds
427,Balkhash,KZ,46.844,74.9804,73.04,35,42,8.37,scattered clouds
428,Sioux Lookout,CA,50.1001,-91.917,71.67,35,20,10.36,few clouds
429,Castlemaine,AU,-37.0667,144.2167,45.0,78,57,10.49,broken clouds
430,Kibaya,TZ,-5.3,36.5667,59.2,75,94,7.14,overcast clouds
431,Karasburg,NA,-28.0167,18.75,58.96,28,40,15.01,scattered clouds
432,Pavlodolskaya,RU,43.7192,44.4781,66.65,48,89,6.11,overcast clouds
433,Houma,US,29.5958,-90.7195,89.02,70,75,10.36,broken clouds
434,Diu,IN,20.7141,70.9822,83.75,80,100,9.35,overcast clouds
435,Monteria,CO,8.748,-75.8814,93.11,52,40,0.0,scattered clouds
436,Kitimat,CA,54.0524,-128.6534,59.38,24,100,2.91,light rain
437,Kaili,ID,-3.4626,120.2147,66.61,91,69,2.8,light rain
438,Mahibadhoo,MV,3.7833,72.9667,82.27,75,94,10.33,overcast clouds
439,Amapa,BR,1.0,-52.0,71.76,99,100,1.1,overcast clouds
440,Bantou,CN,26.2151,117.4893,74.12,99,100,0.76,light rain
441,Manjo,CM,4.8428,9.8217,69.78,99,81,1.14,moderate rain
442,Hervey Bay,AU,-25.2986,152.8535,46.02,79,70,8.01,broken clouds
443,Kendari,ID,-3.945,122.4989,74.7,93,93,2.75,overcast clouds
444,Xinzhi,CN,36.4989,111.7047,68.22,68,0,3.33,clear sky
445,Merauke,ID,-8.4667,140.3333,76.06,92,53,10.92,broken clouds
446,Burayevo,RU,55.8407,55.4083,55.85,97,95,6.64,light rain
447,Suzun,RU,53.7841,82.3116,58.21,70,95,5.68,overcast clouds
448,Rudnyy,KZ,52.9594,63.1206,52.03,85,6,8.14,clear sky
449,San Rafael Del Sur,NI,11.8485,-86.4384,83.37,73,100,11.79,overcast clouds
450,Aasiaat,GL,68.7098,-52.8699,34.52,86,74,4.9,broken clouds
451,Hede,CN,33.7681,120.2517,65.77,93,7,4.29,clear sky
452,Chowchilla,US,37.123,-120.2602,105.03,26,0,6.91,clear sky
453,Port-Gentil,GA,-0.7193,8.7815,76.96,83,20,8.05,few clouds
454,Paripiranga,BR,-10.6875,-37.8617,69.28,85,4,7.43,clear sky
455,Izberbash,RU,42.5696,47.8645,64.45,49,12,6.04,few clouds
456,Saint-Pierre,RE,-21.3393,55.4781,68.92,77,0,4.61,clear sky
457,Konstantinovo,BY,54.6628,29.2699,61.84,92,49,6.29,scattered clouds
458,Sao Filipe,CV,14.8961,-24.4956,75.65,79,1,6.98,clear sky
459,Hit,IQ,33.6416,42.8251,86.54,13,0,8.97,clear sky
460,Urumqi,CN,43.801,87.6005,74.35,31,0,6.71,clear sky
461,Dicabisagan,PH,17.0818,122.4157,78.82,83,98,5.99,overcast clouds
462,Vanimo,PG,-2.6741,141.3028,76.1,90,24,4.52,few clouds
463,Hasaki,JP,35.7333,140.8333,66.6,84,100,5.35,overcast clouds
464,Bahia Blanca,AR,-38.7196,-62.2724,45.48,28,0,6.04,clear sky
465,Gwadar,PK,25.1216,62.3254,81.7,86,46,8.63,scattered clouds
466,Port Augusta,AU,-32.5,137.7667,49.59,93,57,4.65,broken clouds
467,Tateyama,JP,34.9833,139.8667,70.11,82,100,7.16,light rain
468,Payo,ID,-3.7508,103.6372,71.24,94,43,1.88,scattered clouds
469,Cranbrook,CA,49.4999,-115.7688,71.44,35,75,10.36,broken clouds
470,Mattawa,US,46.7379,-119.9028,77.02,35,100,14.34,overcast clouds
471,Dustlik,UZ,40.5247,68.0358,76.24,46,98,8.1,overcast clouds
472,Poronaysk,RU,49.2167,143.1167,41.11,98,100,6.71,light rain
473,Bonavista,CA,48.6499,-53.1147,49.96,97,99,22.12,overcast clouds
474,Khorol,UA,49.7837,33.2783,62.89,66,41,6.55,scattered clouds
475,Mama,RU,58.3106,112.8986,55.67,61,9,2.19,clear sky
476,Ambilobe,MG,-13.2,49.05,69.55,80,8,2.66,clear sky
477,Les Cayes,HT,18.2,-73.75,83.55,68,100,9.6,overcast clouds
478,Jovellar,PH,13.0695,123.5999,76.59,88,80,1.97,broken clouds
479,Lockport,US,41.5895,-88.0578,71.49,83,75,16.11,light rain
480,Mari-Turek,RU,56.7895,49.6235,53.08,92,7,8.48,clear sky
481,Stadthagen,DE,52.3233,9.2031,67.77,76,60,4.99,broken clouds
482,Yulara,AU,-25.2406,130.9889,45.91,59,100,9.84,overcast clouds
483,Broome,US,42.2506,-75.833,75.02,48,75,10.36,broken clouds
484,Trairi,BR,-3.2778,-39.2689,76.14,89,29,8.75,scattered clouds
485,Suntar,RU,62.1444,117.6319,53.33,74,22,4.81,few clouds
486,Sinjai,ID,-5.1241,120.253,74.82,90,96,3.83,overcast clouds
487,Longyearbyen,SJ,78.2186,15.6401,37.24,81,75,5.75,broken clouds
488,Vestmannaeyjar,IS,63.4427,-20.2734,51.53,84,96,4.94,overcast clouds
489,Kyabe,TD,9.4515,18.9449,83.48,51,67,3.47,broken clouds
490,Half Moon Bay,US,37.4636,-122.4286,100.89,51,0,25.32,clear sky
491,Talaya,RU,61.3833,152.75,41.49,70,69,7.65,broken clouds
492,Juba,SS,4.8517,31.5825,74.08,72,67,3.96,broken clouds
493,Paamiut,GL,61.994,-49.6678,39.49,81,100,7.56,overcast clouds
494,Gilbues,BR,-9.8317,-45.3439,81.9,35,11,1.77,few clouds
495,Ixtapa,MX,20.7,-105.2,84.22,70,20,13.8,few clouds
496,Lavrentiya,RU,65.5833,-171.0,44.83,48,23,10.71,few clouds
497,Valparaiso,CL,-33.0393,-71.6273,62.83,73,0,6.91,clear sky
498,Coquimbo,CL,-29.9533,-71.3436,53.33,93,75,9.22,broken clouds
499,Kuytun,RU,54.3419,101.5036,49.35,57,14,1.52,few clouds
500,Olinda,BR,-8.0089,-34.8553,80.33,78,20,4.61,few clouds
501,Aktas,KZ,49.7789,72.9608,55.15,36,2,7.74,clear sky
502,Nokaneng,BW,-19.6667,22.2667,55.72,46,0,7.47,clear sky
503,Makasar,ID,-5.14,119.4221,73.45,100,20,2.3,few clouds
504,Domoni,KM,-12.2569,44.5319,75.45,75,2,10.25,clear sky
505,Vostok,RU,46.4856,135.8833,47.64,81,73,0.22,broken clouds
506,Peace River,CA,56.2501,-117.286,66.51,55,75,23.02,light rain
507,Wasilla,US,61.5814,-149.4394,63.93,60,0,8.05,clear sky
508,Hamilton,US,39.1834,-84.5333,70.74,80,100,8.05,light rain
509,Ust-Kuyga,RU,70.0167,135.6,59.95,45,5,12.06,clear sky
510,Linguere,SN,15.3953,-15.1193,85.42,41,25,16.96,scattered clouds
511,Nuuk,GL,64.1835,-51.7216,45.21,70,75,2.3,broken clouds
512,Raudeberg,NO,61.9875,5.1352,55.87,88,85,10.83,light rain
513,Nuevo Casas Grandes,MX,30.4167,-107.9167,95.76,14,20,4.0,few clouds
514,Novyy Nekouz,RU,57.9029,38.07,60.1,72,100,4.12,overcast clouds
515,Labuhan,ID,-6.8844,112.2051,78.13,87,39,6.93,scattered clouds
516,Tulagi,SB,-9.0996,160.1476,80.89,78,17,3.89,few clouds
517,Rotifunk,SL,8.2333,-12.6833,76.78,93,100,3.8,light rain
518,Mogadishu,SO,2.0371,45.3438,79.12,84,28,18.41,scattered clouds
519,Salme,NP,28.0369,85.0942,66.49,85,100,3.69,overcast clouds
520,Maldonado,UY,-34.6667,-54.9167,46.22,55,8,13.8,clear sky
521,Uige,AO,-7.6087,15.0613,64.81,45,1,3.89,clear sky
522,Teluknaga,ID,-6.0989,106.6381,78.84,94,40,4.61,haze
523,Laguna,US,38.421,-121.4238,102.94,23,0,11.5,clear sky
524,Nanortalik,GL,60.1432,-45.2371,40.1,82,100,11.88,overcast clouds
525,Akureyri,IS,65.6835,-18.0878,48.13,76,75,6.91,broken clouds
526,Cayenne,GF,4.9333,-52.3333,77.09,1,75,4.61,heavy intensity rain
527,Gornopravdinsk,RU,60.05,69.9,51.48,97,93,2.93,overcast clouds
528,Dhandhuka,IN,22.3667,71.9833,88.9,55,13,13.38,few clouds
529,Satipo,PE,-11.2522,-74.6386,81.7,62,48,1.21,scattered clouds
530,Mercedes,AR,-34.6515,-59.4307,46.63,28,0,8.05,clear sky
531,Wanning,CN,18.8003,110.3967,80.85,89,97,9.19,overcast clouds
532,Araceli,PH,10.5529,119.9913,82.74,73,73,5.32,light rain
533,Windhoek,NA,-22.5594,17.0832,53.8,30,0,1.14,clear sky
534,Jiuquan,CN,39.7432,98.5174,61.12,17,100,7.56,overcast clouds
535,Bayji,IQ,34.9311,43.487,84.72,15,0,7.94,clear sky
536,Shihezi,CN,44.3,86.0333,75.54,33,5,6.93,clear sky
537,Kokkola,FI,63.8385,23.1307,53.04,87,0,1.14,clear sky
538,Langsa,ID,4.4683,97.9683,72.66,94,59,1.59,broken clouds
539,Elko,US,41.0002,-115.5012,90.05,19,1,17.0,clear sky
540,Vidim,RU,56.4088,103.1106,49.57,65,4,2.51,clear sky
541,Malakal,SS,9.5334,31.6605,79.77,58,96,3.36,overcast clouds
542,Rio Gallegos,AR,-51.6226,-69.2181,48.25,49,75,8.05,broken clouds
543,Pontianak,ID,-0.0333,109.3333,76.98,100,75,2.3,broken clouds
544,Ascension,US,30.2169,-90.9001,88.0,88,75,6.91,moderate rain
545,Pauini,BR,-7.7136,-66.9764,75.22,95,100,5.01,heavy intensity rain
546,Solnechnyy,RU,50.7214,136.6319,47.98,71,33,3.44,scattered clouds
547,Parati,BR,-23.2178,-44.7131,69.66,98,52,5.17,broken clouds
548,Kipushi,CD,-11.7667,27.2333,53.96,62,0,3.78,clear sky
549,Cuauhtemoc,MX,28.4167,-106.8667,88.54,16,42,12.88,scattered clouds
550,Sakakah,SA,29.9697,40.2064,89.17,15,0,8.48,clear sky
551,Okha,RU,53.5739,142.9478,42.13,85,49,13.24,scattered clouds
552,Ewa Beach,US,21.3156,-158.0072,84.15,51,40,13.8,scattered clouds
553,Garwolin,PL,51.8975,21.6147,64.71,89,12,1.01,few clouds
554,Doka,SD,13.5167,35.7667,82.2,50,100,10.69,overcast clouds
555,Touros,BR,-5.1989,-35.4608,76.87,88,8,9.37,clear sky
556,Kodinar,IN,20.7903,70.7031,83.68,81,100,9.01,overcast clouds
557,Baft,IR,29.234,56.6057,71.92,11,0,7.02,clear sky
558,Sabang,ID,5.8933,95.3214,82.44,75,91,13.15,overcast clouds
559,Karlskoga,SE,59.3267,14.5239,54.72,80,0,6.44,clear sky
560,Luwuk,ID,-0.9516,122.7875,76.84,82,91,3.67,overcast clouds
561,Ahuimanu,US,21.4447,-157.8378,83.91,62,75,13.8,broken clouds
562,North Bend,US,43.4065,-124.2243,63.07,97,100,6.91,overcast clouds
563,Annau,TM,37.8876,58.516,80.1,50,100,4.61,haze
564,Arlit,NE,18.7369,7.3853,95.4,11,80,8.7,broken clouds
565,Bad Munstereifel,DE,50.55,6.7667,62.71,78,5,6.2,clear sky
566,Alikovo,RU,55.7383,46.7549,57.76,85,65,7.36,broken clouds
567,Ust-Ilimsk,RU,58.0006,102.6619,52.16,61,13,1.7,few clouds
568,Esmeraldas,BR,-19.7625,-44.3139,76.24,47,63,3.67,broken clouds
569,Mindelo,CV,16.8901,-24.9804,74.75,73,20,18.41,few clouds
570,Mecca,SA,21.4267,39.8261,92.75,32,0,3.22,clear sky
571,Katangli,RU,51.7102,143.2326,41.34,89,37,14.61,scattered clouds
572,Waipawa,NZ,-41.4122,175.5153,52.63,80,49,24.47,scattered clouds
573,Pafos,CY,34.7667,32.4167,73.18,53,0,5.75,clear sky
574,Powell,US,40.1578,-83.0752,77.11,38,0,3.44,clear sky
575,Broken Hill,AU,-31.95,141.4333,47.41,90,32,11.18,scattered clouds
576,San Carlos De Bariloche,AR,-41.1456,-71.3082,40.75,65,0,2.3,clear sky
577,Cabedelo,BR,-6.9811,-34.8339,77.67,81,9,7.72,clear sky
578,Kysyl-Syr,RU,63.8986,122.7617,55.49,58,88,5.53,overcast clouds
579,Kondinskoye,RU,59.6481,67.41,51.75,92,70,2.62,broken clouds
580,Sitia,GR,35.2,26.0986,74.98,67,3,9.98,clear sky
581,Pinos,MX,22.3,-101.5667,75.67,23,100,14.92,overcast clouds
582,Samokov,BG,42.3333,23.55,57.45,99,100,3.58,light rain
583,Amazar,RU,53.858,120.875,56.39,49,9,1.34,clear sky
584,Vershino-Shakhtaminskiy,RU,51.3012,117.8868,48.97,91,7,3.22,clear sky
585,Takoradi,GH,4.8845,-1.7554,77.74,87,88,15.01,overcast clouds
586,Butembo,CD,0.15,29.2833,57.9,86,95,3.18,overcast clouds
587,Natal,BR,-5.795,-35.2094,79.45,94,75,6.91,broken clouds
588,Coihaique,CL,-45.5752,-72.0662,41.61,70,75,6.91,broken clouds
589,Waitati,NZ,-45.75,170.5667,42.8,62,20,4.23,few clouds
590,Buraydah,SA,26.326,43.975,93.65,13,0,11.7,clear sky
591,Mehamn,NO,71.0357,27.8492,42.75,75,75,11.5,broken clouds
592,Ampanihy,MG,-24.7,44.75,62.37,96,0,5.7,clear sky
593,San Jose,US,37.3394,-121.895,103.89,25,40,12.66,scattered clouds
594,Kozhva,RU,65.1073,57.0459,59.7,61,46,6.02,scattered clouds
595,Inirida,CO,3.8653,-67.9239,82.2,84,96,0.72,overcast clouds
596,Pervoye Maya,RU,56.164,44.7196,56.28,94,40,5.3,scattered clouds
597,Sovetskiy,RU,61.3614,63.5842,52.11,81,55,1.32,broken clouds
598,Shizunai,JP,42.3339,142.3669,55.24,92,100,9.17,overcast clouds
599,Tanout,NE,14.9709,8.8879,90.88,22,24,9.46,few clouds
600,Westport,US,41.1415,-73.3579,80.1,41,20,12.66,few clouds
601,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,80.28,90,97,2.48,overcast clouds
602,Tuatapere,NZ,-46.1333,167.6833,37.27,95,100,3.78,overcast clouds
603,Vyara,IN,21.1167,73.4,82.51,80,100,10.29,overcast clouds
604,Iracoubo,GF,5.4802,-53.2011,80.28,80,98,8.95,overcast clouds
605,Watertown,US,42.3709,-71.1828,79.41,40,75,19.57,broken clouds
606,Sibu,MY,2.3,111.8167,73.71,100,40,3.44,moderate rain
607,Imbituba,BR,-28.24,-48.6703,61.86,85,94,15.01,overcast clouds
608,Ban Chang,TH,12.7254,101.0553,85.48,81,20,2.3,few clouds
609,Wajima,JP,37.4,136.9,64.81,85,100,7.72,light rain
610,Beni,CD,0.5,29.4667,61.92,87,81,1.95,broken clouds
611,Fuyu,CN,45.1833,124.8167,61.07,81,11,5.7,few clouds
612,Fuerte Olimpo,PY,-21.0415,-57.8738,68.52,50,38,8.84,light rain
613,Sisimiut,GL,66.9395,-53.6735,37.96,77,41,3.27,scattered clouds
614,Acapulco,MX,16.8634,-99.8901,87.62,66,40,12.66,scattered clouds
615,Troitskoye,RU,52.9821,84.6757,58.01,54,9,7.07,clear sky
616,The Pas,CA,53.8251,-101.2541,71.62,33,75,18.41,broken clouds
617,Bundaberg,AU,-24.85,152.35,48.22,81,95,5.01,overcast clouds
618,Omsukchan,RU,62.5333,155.8,42.1,68,98,14.74,overcast clouds
619,Bilma,NE,18.6853,12.9164,95.04,18,51,6.76,broken clouds
620,Miri,MY,4.4148,114.0089,75.34,94,40,6.91,scattered clouds
621,Tezu,IN,27.9167,96.1667,73.17,99,100,3.15,overcast clouds
622,Mananjary,MG,-21.2167,48.3333,66.56,90,13,3.02,few clouds
623,Macau,MO,22.2006,113.5461,80.4,89,40,4.61,scattered clouds
624,Shu,KZ,43.5983,73.7614,67.46,59,66,8.93,broken clouds
625,Camapua,BR,-19.5314,-54.0439,66.47,92,100,7.02,overcast clouds
626,Mokrousovo,RU,55.8103,66.7653,52.39,90,12,4.0,few clouds
627,Brigham City,US,41.5102,-112.0155,91.42,21,0,5.99,clear sky
628,Luvianos,MX,18.9167,-100.4,80.15,48,52,3.27,broken clouds
629,Zanjan,IR,36.6736,48.4787,57.38,69,0,7.0,clear sky
630,Washington,US,47.5001,-120.5015,74.57,42,100,1.9,overcast clouds
631,Sao Joao Da Barra,BR,-21.6403,-41.0511,77.09,81,42,10.25,scattered clouds
632,Sechura,PE,-5.5569,-80.8222,75.15,58,11,15.84,few clouds
633,Chadan,RU,51.2833,91.5833,47.7,34,7,4.5,clear sky
634,Dire Dawa,ET,9.5931,41.8661,70.59,66,67,12.19,broken clouds
635,Lumut,MY,4.2323,100.6298,77.02,94,20,2.3,few clouds
636,Fairbanks,US,64.8378,-147.7164,57.09,50,75,5.75,broken clouds
637,Natitingou,BJ,10.3042,1.3796,73.09,78,100,8.23,light rain
638,Humberto De Campos,BR,-2.5983,-43.4611,76.57,92,27,4.23,scattered clouds
639,Paris,FR,48.8534,2.3488,68.11,78,0,3.44,clear sky
640,Provins,FR,48.5833,3.1667,61.92,90,4,6.13,clear sky
641,San Rafael,AR,-34.6177,-68.3301,54.59,31,11,10.49,few clouds
642,Banda Aceh,ID,5.5577,95.3222,78.82,81,91,8.01,overcast clouds
643,Point Pedro,LK,9.8167,80.2333,81.99,83,100,25.3,overcast clouds
644,Oktyabrskoye,RU,43.0645,44.7417,59.14,82,99,8.95,overcast clouds
645,Maragogi,BR,-9.0122,-35.2225,76.6,84,61,2.73,broken clouds
646,Ningyang,CN,35.7642,116.7914,65.3,87,97,4.38,overcast clouds
647,Zaysan,KZ,47.4667,84.8667,69.12,31,0,6.6,clear sky
648,Vanavara,RU,60.34,102.2797,52.79,70,57,3.36,broken clouds
649,Guanica,PR,17.9716,-66.908,86.97,80,66,12.39,broken clouds
650,San Vicente,AR,-26.6167,-54.1333,52.75,81,100,5.01,overcast clouds
651,Fredericksburg,US,38.3032,-77.4605,83.01,46,100,0.0,overcast clouds
652,Schio,IT,45.7124,11.3574,73.56,73,5,5.5,clear sky
653,Nemuro,JP,43.3236,145.575,48.76,89,75,10.36,broken clouds
654,Bilibino,RU,68.0546,166.4372,64.06,28,10,8.46,clear sky
655,Zemio,CF,5.0314,25.1361,71.98,74,50,1.95,scattered clouds
656,Mendi,PG,-6.1761,143.6513,54.63,96,73,2.39,broken clouds
657,Kavaratti,IN,10.5669,72.642,82.53,79,100,12.88,overcast clouds
658,Aljezur,PT,37.3191,-8.8033,66.88,83,4,5.91,clear sky
659,Markova,UA,48.6758,24.4138,57.79,95,66,4.83,broken clouds
660,Fairview,US,40.8126,-73.999,79.88,36,20,13.8,few clouds
661,Klaksvik,FO,62.2266,-6.589,52.72,95,100,27.58,moderate rain
662,Zyryanka,RU,65.75,150.85,45.86,81,100,6.13,overcast clouds
663,Akdepe,TM,42.0551,59.3788,71.69,35,98,12.93,overcast clouds
664,Adrar,MR,20.5022,-10.0711,96.39,11,33,8.93,scattered clouds
665,Hobyo,SO,5.3505,48.5268,79.03,79,76,24.67,broken clouds
666,Stornoway,GB,58.2093,-6.3865,53.92,92,75,33.38,drizzle rain
667,Leningradskiy,RU,69.3833,178.4167,40.57,54,97,10.92,overcast clouds
668,La Ligua,CL,-32.4524,-71.2311,66.92,44,17,3.18,few clouds
669,Cap Malheureux,MU,-19.9842,57.6142,69.48,89,8,17.45,moderate rain
670,Itaituba,BR,-4.2761,-55.9836,82.56,78,40,3.44,scattered clouds
671,Ossora,RU,59.2353,163.0719,51.33,80,100,5.26,light rain
672,Ulu-Telyak,RU,54.9086,56.9669,53.91,98,97,4.63,overcast clouds
673,Svetlogorsk,BY,52.6333,29.7333,64.89,80,1,5.35,clear sky
674,Sainte-Suzanne,RE,-20.9061,55.6089,71.78,71,75,17.27,broken clouds
675,Buta,CD,2.7858,24.73,68.85,97,66,0.76,light rain
676,Saraza,PH,8.7356,117.78,78.57,84,99,2.28,overcast clouds
677,Lyngseidet,NO,69.5763,20.2189,44.6,85,16,3.85,few clouds
678,Port Moresby,PG,-9.4431,147.1797,76.42,94,75,3.44,light rain
679,Gualaquiza,EC,-3.4,-78.55,65.26,94,95,0.38,overcast clouds
680,Caluquembe,AO,-13.7833,14.6833,53.26,49,0,2.68,clear sky
681,Taksimo,RU,56.3444,114.8794,56.88,81,76,2.44,light rain
682,Prenzlau,DE,53.3167,13.8667,57.34,63,100,3.94,overcast clouds
683,Qaqortoq,GL,60.7167,-46.0333,44.74,66,100,5.48,overcast clouds
684,Parana,AR,-31.732,-60.5238,52.56,32,34,5.77,scattered clouds
685,Aflao,TG,6.116,1.1914,75.33,88,20,2.3,few clouds
686,Goderich,CA,43.7501,-81.7165,68.32,42,11,2.3,few clouds
687,Sayyan,YE,15.1718,44.3244,67.08,28,74,8.05,broken clouds
688,Tazovskiy,RU,67.4667,78.7,57.24,56,100,8.32,overcast clouds
689,North Platte,US,41.1239,-100.7654,85.98,37,0,6.91,clear sky
690,Qurbus,TN,36.8167,10.5687,71.64,78,0,21.81,clear sky
691,Cornwall,CA,45.0181,-74.7281,68.38,64,0,11.5,clear sky
