City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
357,Sinnamary,GF,79.43,moderate rain,5.3833,-52.95,ALETHEIA Appartement Sinnamary
358,Bose,IT,69.39,clear sky,45.4612,8.0137,Locanda Borgo Antico
359,Maceio,BR,78.24,broken clouds,-9.6658,-35.7353,Hotel Ponta Verde Maceió
360,Chimbote,PE,67.39,broken clouds,-9.0853,-78.5783,Hotel Briliá
361,Miyako,JP,59.49,overcast clouds,39.6367,141.9525,Hotel Route Inn Miyako
362,Luganville,VU,80.24,overcast clouds,-15.5333,167.1667,The Espiritu Hotel
363,Fortuna,US,79.93,scattered clouds,40.5982,-124.1573,Super 8 by Wyndham Fortuna
364,Yellowknife,CA,75.72,broken clouds,62.456,-114.3525,The Explorer Hotel
365,Bud,US,72.93,light rain,39.447,-86.1758,Ted McQuinn Trust
366,Wad Rawah,SD,93.25,broken clouds,15.1603,33.1397,ود الترابي
367,Asfi,MA,69.31,clear sky,32.2994,-9.2372,Hôtel Abda
368,Camacha,PT,63.82,broken clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
369,Krasnoselkup,RU,62.53,broken clouds,65.7,82.4667,Krasnosel'kupnefteprodukt
370,Oriximina,BR,79.25,broken clouds,-1.7656,-55.8661,Pousada Tia Amélia
371,Kieta,PG,80.01,clear sky,-6.2167,155.6333,Uruna Bay Retreat
372,Ladybrand,ZA,44.56,clear sky,-29.1945,27.4574,Accommodation @ Top House Bed and Breakfast
374,Nouadhibou,MR,67.98,sand,20.931,-17.0347,El Medina
376,Merrill,US,78.62,clear sky,45.1805,-89.6835,Prairie Motel
377,Slobozia,MD,61.65,few clouds,46.7281,29.7078,Городской пляж Слободзеи
378,Gorno-Altaysk,RU,59.25,clear sky,51.9561,85.955,"Otel' "" Ryzhiy Pos"""
379,Manzhouli,CN,55.24,scattered clouds,49.6,117.4333,Angala International Youth Hostel
380,Qinhuangdao,CN,62.58,few clouds,39.9317,119.5883,Qinhuangdao Peninsula Seasons Hotel And Apartment
381,Severobaykalsk,RU,47.5,broken clouds,55.65,109.3167,Hostel03RUS
382,Brae,GB,54.07,overcast clouds,60.3964,-1.353,Busta House Hotel
383,Sorland,NO,46.26,clear sky,67.667,12.6934,Sjybrygga fiskecamp
384,Tarakan,ID,74.7,scattered clouds,3.3,117.6333,RedDoorz Syariah near Taman Berlabuh Tarakan
385,Psebay,RU,57.27,overcast clouds,44.1234,40.8107,Lis'ya Nora
386,Nicoya,CR,81.88,overcast clouds,10.1483,-85.452,Las Cabinas Del Sueño
387,Kunming,CN,60.73,overcast clouds,25.0389,102.7183,昆明佳华广场酒店
388,Bridlington,GB,62.89,clear sky,54.0831,-0.1919,Expanse Bridlington Seafront Hotel
389,Isangel,VU,77.11,broken clouds,-19.55,169.2667,Tanna Lodge
390,Palana,RU,40.73,light rain,59.1167,159.9667,Chikago
393,Karratha,AU,71.96,clear sky,-20.7377,116.8463,ibis Styles Karratha
394,Shuya,RU,56.48,overcast clouds,56.8487,41.3883,Grand Hotel Shuya
395,Bubaque,GW,81.09,scattered clouds,11.2833,-15.8333,"Casa Dora, Bubaque"
396,Belawan,ID,74.5,overcast clouds,3.7755,98.6832,Rumah Mamak Bapak M.Radial
398,Dingalan,PH,78.89,overcast clouds,15.3897,121.3929,Fil Dane Inn
399,Ciudad Bolivar,VE,86.88,overcast clouds,8.1222,-63.5497,Hotel Edi
400,Kirkwall,GB,53.96,overcast clouds,58.9848,-2.9587,Kirkwall Hotel
401,Samarai,PG,79.7,overcast clouds,-10.6167,150.6667,Nuli Sapi
402,Soyo,AO,74.26,clear sky,-6.1349,12.3689,Hotel Mpampa
403,Batemans Bay,AU,47.1,clear sky,-35.7167,150.1833,Batemans Bay Marina Resort
404,Antsohihy,MG,68.83,clear sky,-14.8796,47.9875,Hotel de Ville
405,Otse,BW,48.61,clear sky,-25.0167,25.7333,Baratani Lodge
406,Stettler,CA,71.35,broken clouds,52.3168,-112.7186,Ramada by Wyndham Stettler
407,Parrita,CR,81.81,overcast clouds,9.5201,-84.3225,Beso del Viento
408,Rosarito,MX,87.66,scattered clouds,32.3333,-117.0333,Hotel Festival Plaza Rosarito
409,Lasa,IT,59.88,clear sky,46.6166,10.7002,Pension Feldgärtenhof
410,Kilindoni,TZ,79.12,light rain,-7.9139,39.6668,Bustani B&B
411,Leshukonskoye,RU,39.92,scattered clouds,64.8989,45.7622,Pryalitsa Hostel
412,Lucapa,AO,63.86,scattered clouds,-8.4192,20.7447,Residência Ulisses Dos Santos
413,Erzin,TR,69.31,few clouds,36.9559,36.2,Artemis Otel
414,Royan,FR,64.81,clear sky,45.6285,-1.0281,CERISE Royan - Le Grand Hôtel de la Plage
415,Chipata,ZM,53.4,clear sky,-13.6333,32.65,Protea Hotel by Marriott Chipata
416,Clovis,US,104.61,clear sky,36.8252,-119.7029,Fairfield Inn & Suites by Marriott Fresno Clovis
417,Ler,SS,75.63,light rain,8.3018,30.1418,Leer Humanitarian Hub
418,Bambanglipuro,ID,73.58,overcast clouds,-7.95,110.2833,Puri Brata
419,Kikwit,CD,70.66,scattered clouds,-5.041,18.8162,HOTEL PLACE YALABA
420,Ciudad Guayana,VE,82.53,overcast clouds,8.3533,-62.6528,Hotel Las Americas
421,Kawalu,ID,72.05,overcast clouds,-7.3817,108.2082,West Jontor
422,Olafsvik,IS,45.3,overcast clouds,64.8945,-23.7142,Hotel Olafsvik
423,Athabasca,CA,61.21,overcast clouds,54.7169,-113.2854,Athabasca Lodge Motel
424,Faridabad,IN,93.45,scattered clouds,28.4333,77.3167,Park Plaza Faridabad
425,Rouvroy,FR,64.69,few clouds,50.3925,2.904,La cabane de Lena
426,Saldanha,ZA,64.02,few clouds,-33.0117,17.9442,Blue Bay Lodge
427,Balkhash,KZ,73.04,scattered clouds,46.844,74.9804,Family
428,Sioux Lookout,CA,71.67,few clouds,50.1001,-91.917,Knobby's Fly-In Camps
429,Castlemaine,AU,45.0,broken clouds,-37.0667,144.2167,Fig Cafe & Accommodation
430,Kibaya,TZ,59.2,overcast clouds,-5.3,36.5667,Lusaka Hotel
433,Houma,US,89.02,broken clouds,29.5958,-90.7195,Courtyard by Marriott Houma
434,Diu,IN,83.75,overcast clouds,20.7141,70.9822,Hotel Relax Inn
435,Monteria,CO,93.11,scattered clouds,8.748,-75.8814,Hotel Florida Sinú
436,Kitimat,CA,59.38,light rain,54.0524,-128.6534,Kingfish Westcoast Adventures Ltd. Kitimat Estuary Lodge B&B
438,Mahibadhoo,MV,82.27,overcast clouds,3.7833,72.9667,Omadhoo Inn
441,Manjo,CM,69.78,moderate rain,4.8428,9.8217,Hôtel la Grace
442,Hervey Bay,AU,46.02,broken clouds,-25.2986,152.8535,Shelly Bay Resort
443,Kendari,ID,74.7,overcast clouds,-3.945,122.4989,Hotel Wixel
444,Xinzhi,CN,68.22,clear sky,36.4989,111.7047,Mingyue Hotel
446,Burayevo,RU,55.85,light rain,55.8407,55.4083,"Gostnitsa ""Tanyp"""
447,Suzun,RU,58.21,overcast clouds,53.7841,82.3116,Akhpkhakhakhakha
448,Rudnyy,KZ,52.03,clear sky,52.9594,63.1206,Gostinitsa Troya
449,San Rafael Del Sur,NI,83.37,overcast clouds,11.8485,-86.4384,Hospedaje El Chino
450,Aasiaat,GL,34.52,broken clouds,68.7098,-52.8699,Hotel Aasiaat Sømandshjem
451,Hede,CN,65.77,clear sky,33.7681,120.2517,Vienna 3 Best Hotel Sheyang Jiefang Rd
452,Chowchilla,US,105.03,clear sky,37.123,-120.2602,Days Inn by Wyndham Chowchilla Gateway to Yosemite
453,Port-Gentil,GA,76.96,few clouds,-0.7193,8.7815,Fengshui Residence
454,Paripiranga,BR,69.28,clear sky,-10.6875,-37.8617,Rancho N. Senhora De Fátima
455,Izberbash,RU,64.45,few clouds,42.5696,47.8645,Ramina
456,Saint-Pierre,RE,68.92,clear sky,-21.3393,55.4781,Alize Plage
457,Konstantinovo,BY,61.84,scattered clouds,54.6628,29.2699,AgroEcoUsadba Lesnaya
458,Sao Filipe,CV,75.65,clear sky,14.8961,-24.4956,Hotel Xaguate
459,Hit,IQ,86.54,clear sky,33.6416,42.8251,ࢪُبَمـا ؏ُـمَـࢪ
460,Urumqi,CN,74.35,clear sky,43.801,87.6005,Hua Ling Grand Hotel Urumqi
461,Dicabisagan,PH,78.82,overcast clouds,17.0818,122.4157,Nancy Montanes Bernardo
462,Vanimo,PG,76.1,few clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
463,Hasaki,JP,66.6,overcast clouds,35.7333,140.8333,Inubosaki Kanko Hotel
464,Bahia Blanca,AR,45.48,clear sky,-38.7196,-62.2724,Hotel Argos
465,Gwadar,PK,81.7,scattered clouds,25.1216,62.3254,Sadaf Resort
466,Port Augusta,AU,49.59,broken clouds,-32.5,137.7667,Majestic Oasis Apartments
467,Tateyama,JP,70.11,light rain,34.9833,139.8667,Tateyama Seaside Hotel
468,Payo,ID,71.24,scattered clouds,-3.7508,103.6372,Mess keban agung
469,Cranbrook,CA,71.44,broken clouds,49.4999,-115.7688,Almo Court Motel
470,Mattawa,US,77.02,overcast clouds,46.7379,-119.9028,Sun & Sand Mobile Home Park
472,Poronaysk,RU,41.11,light rain,49.2167,143.1167,Avtovokzal Khostel Stolovaya
473,Bonavista,CA,49.96,overcast clouds,48.6499,-53.1147,Sweet Sharons bnb
474,Khorol,UA,62.89,scattered clouds,49.7837,33.2783,Castle Motel
476,Ambilobe,MG,69.55,clear sky,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
477,Les Cayes,HT,83.55,overcast clouds,18.2,-73.75,Villa Orphee
478,Jovellar,PH,76.59,broken clouds,13.0695,123.5999,Michael Calag's Boarding House
479,Lockport,US,71.49,light rain,41.5895,-88.0578,Big Run Wolf Ranch
480,Mari-Turek,RU,53.08,clear sky,56.7895,49.6235,Berloga Khismata
481,Stadthagen,DE,67.77,broken clouds,52.3233,9.2031,Parkhotel Stadthagen
482,Yulara,AU,45.91,overcast clouds,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
483,Broome,US,75.02,broken clouds,42.2506,-75.833,Chenango Valley State Park
484,Trairi,BR,76.14,scattered clouds,-3.2778,-39.2689,janelas do mar
485,Suntar,RU,53.33,few clouds,62.1444,117.6319,Гостевая квартира
486,Sinjai,ID,74.82,overcast clouds,-5.1241,120.253,Wisma Sandika
487,Longyearbyen,SJ,37.24,broken clouds,78.2186,15.6401,"Radisson Blu Polar Hotel, Spitsbergen"
488,Vestmannaeyjar,IS,51.53,overcast clouds,63.4427,-20.2734,Glamping & Camping
490,Half Moon Bay,US,100.89,clear sky,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
492,Juba,SS,74.08,broken clouds,4.8517,31.5825,ROYAL PALACE HOTEL - JUBA
493,Paamiut,GL,39.49,overcast clouds,61.994,-49.6678,Pistut
494,Gilbues,BR,81.9,few clouds,-9.8317,-45.3439,Hotel Camapuã
495,Ixtapa,MX,84.22,few clouds,20.7,-105.2,hotel la terminal
497,Valparaiso,CL,62.83,clear sky,-33.0393,-71.6273,Hotel Ultramar
498,Coquimbo,CL,53.33,broken clouds,-29.9533,-71.3436,Hotel San Juan
499,Kuytun,RU,49.35,few clouds,54.3419,101.5036,Gostinitsa Tsentral'naya
500,Olinda,BR,80.33,few clouds,-8.0089,-34.8553,Flat Quatro Rodas Olinda
503,Makasar,ID,73.45,few clouds,-5.14,119.4221,Aryaduta Makassar
504,Domoni,KM,75.45,clear sky,-12.2569,44.5319,Al Djadid
506,Peace River,CA,66.51,light rain,56.2501,-117.286,BCMInns - Peace River
507,Wasilla,US,63.93,clear sky,61.5814,-149.4394,Alaska's Select Inn Wasilla
508,Hamilton,US,70.74,light rain,39.1834,-84.5333,Six Acres Bed & Breakfast
510,Linguere,SN,85.42,scattered clouds,15.3953,-15.1193,AYO Casablanca
511,Nuuk,GL,45.21,broken clouds,64.1835,-51.7216,Vandrehuset
512,Raudeberg,NO,55.87,light rain,61.9875,5.1352,Nordre Silda.
513,Nuevo Casas Grandes,MX,95.76,few clouds,30.4167,-107.9167,Hotel Villa Colonial
515,Labuhan,ID,78.13,scattered clouds,-6.8844,112.2051,DoubleFAG
516,Tulagi,SB,80.89,few clouds,-9.0996,160.1476,Raiders Hotel & Dive
518,Mogadishu,SO,79.12,scattered clouds,2.0371,45.3438,Hotel Juba
519,Salme,NP,66.49,overcast clouds,28.0369,85.0942,Shyam b tamang
520,Maldonado,UY,46.22,clear sky,-34.6667,-54.9167,La Cimarrona
521,Uige,AO,64.81,clear sky,-7.6087,15.0613,Hotel Catraio
522,Teluknaga,ID,78.84,haze,-6.0989,106.6381,Kost Mewah (Mepet Sawah)
523,Laguna,US,102.94,clear sky,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
524,Nanortalik,GL,40.1,overcast clouds,60.1432,-45.2371,Hotel Kap Farvel
525,Akureyri,IS,48.13,broken clouds,65.6835,-18.0878,Icelandair Hotel Akureyri
526,Cayenne,GF,77.09,heavy intensity rain,4.9333,-52.3333,Hôtel Le Dronmi
527,Gornopravdinsk,RU,51.48,overcast clouds,60.05,69.9,Hostel
528,Dhandhuka,IN,88.9,few clouds,22.3667,71.9833,Amin Auto
529,Satipo,PE,81.7,scattered clouds,-11.2522,-74.6386,Bungalows El Palmiche
530,Mercedes,AR,46.63,clear sky,-34.6515,-59.4307,Posada del Inti Centro
531,Wanning,CN,80.85,overcast clouds,18.8003,110.3967,Paradise Hotel
532,Araceli,PH,82.74,light rain,10.5529,119.9913,JBryan Traveler's Inn
534,Jiuquan,CN,61.12,overcast clouds,39.7432,98.5174,Jiuquan Hotel
535,Bayji,IQ,84.72,clear sky,34.9311,43.487,دار الضيافة
536,Shihezi,CN,75.54,clear sky,44.3,86.0333,Home Inn Shihezi Dongwu Road Century Square
537,Kokkola,FI,53.04,clear sky,63.8385,23.1307,Hotel Kokkola
538,Langsa,ID,72.66,broken clouds,4.4683,97.9683,OYO 3328 Hotel Mori
541,Malakal,SS,79.77,overcast clouds,9.5334,31.6605,Nile Palace Hotel
542,Rio Gallegos,AR,48.25,broken clouds,-51.6226,-69.2181,Hotel Santa Cruz
543,Pontianak,ID,76.98,broken clouds,-0.0333,109.3333,Aston Pontianak Hotel & Convention Center
544,Ascension,US,88.0,moderate rain,30.2169,-90.9001,Highland Inn
545,Pauini,BR,75.22,heavy intensity rain,-7.7136,-66.9764,Casa do Kiwliks
546,Solnechnyy,RU,47.98,scattered clouds,50.7214,136.6319,Hotel complex Pastoral
547,Parati,BR,69.66,broken clouds,-23.2178,-44.7131,Che Lagarto Paraty
548,Kipushi,CD,53.96,clear sky,-11.7667,27.2333,Villa Madimba
549,Cuauhtemoc,MX,88.54,scattered clouds,28.4167,-106.8667,Motel Tarahumara Inn
550,Sakakah,SA,89.17,clear sky,29.9697,40.2064,Fakhamat Al Orjoana Apartment
551,Okha,RU,42.13,scattered clouds,53.5739,142.9478,Sakhalin-Sfera
552,Ewa Beach,US,84.15,scattered clouds,21.3156,-158.0072,Base Lodging
553,Garwolin,PL,64.71,few clouds,51.8975,21.6147,Hotel & Restauracja Sulbin
554,Doka,SD,82.2,overcast clouds,13.5167,35.7667,Um Rakuba Refugee Camp
555,Touros,BR,76.87,clear sky,-5.1989,-35.4608,INN NEW HORIZON
556,Kodinar,IN,83.68,overcast clouds,20.7903,70.7031,residency of N.B vadhel
557,Baft,IR,71.92,clear sky,29.234,56.6057,Paeez Hotel & restaurant
558,Sabang,ID,82.44,overcast clouds,5.8933,95.3214,Hotel Citra
559,Karlskoga,SE,54.72,clear sky,59.3267,14.5239,Hotel Alfred Nobel
560,Luwuk,ID,76.84,overcast clouds,-0.9516,122.7875,Hotel Santika Luwuk
561,Ahuimanu,US,83.91,broken clouds,21.4447,-157.8378,Paradise Bay Resort
562,North Bend,US,63.07,overcast clouds,43.4065,-124.2243,Red Lion Hotel Coos Bay
563,Annau,TM,80.1,haze,37.8876,58.516,"Гостиница ""Уссат инженер"""
564,Arlit,NE,95.4,broken clouds,18.7369,7.3853,Case de Passage De la Prefecture
565,Bad Munstereifel,DE,62.71,clear sky,50.55,6.7667,Historisches Kurhaus
567,Ust-Ilimsk,RU,52.16,few clouds,58.0006,102.6619,AleNat Center
568,Esmeraldas,BR,76.24,broken clouds,-19.7625,-44.3139,Forasteiro Pousada
569,Mindelo,CV,74.75,few clouds,16.8901,-24.9804,Hotel Gaudi
570,Mecca,SA,92.75,clear sky,21.4267,39.8261,"Makkah Clock Royal Tower, A Fairmont Hotel"
572,Waipawa,NZ,52.63,scattered clouds,-41.4122,175.5153,Tora Coastal Walk
573,Pafos,CY,73.18,clear sky,34.7667,32.4167,Elysium Hotel
574,Powell,US,77.11,clear sky,40.1578,-83.0752,The Brig
575,Broken Hill,AU,47.41,scattered clouds,-31.95,141.4333,Royal Exchange Hotel
576,San Carlos De Bariloche,AR,40.75,clear sky,-41.1456,-71.3082,Hotel Patagonia
577,Cabedelo,BR,77.67,clear sky,-6.9811,-34.8339,Pousada Camboinha
579,Kondinskoye,RU,51.75,broken clouds,59.6481,67.41,Gostinitsa
580,Sitia,GR,74.98,clear sky,35.2,26.0986,Sitia Bay
581,Pinos,MX,75.67,overcast clouds,22.3,-101.5667,Hotel El Meson Del Conde
582,Samokov,BG,57.45,light rain,42.3333,23.55,The Castle Hotel
583,Amazar,RU,56.39,clear sky,53.858,120.875,Гостиничный Комплекс Уют
585,Takoradi,GH,77.74,overcast clouds,4.8845,-1.7554,Raybow International Hotel
586,Butembo,CD,57.9,overcast clouds,0.15,29.2833,Hotel Butembo
587,Natal,BR,79.45,broken clouds,-5.795,-35.2094,Villa Park Hotel | Natal
588,Coihaique,CL,41.61,broken clouds,-45.5752,-72.0662,Diego De Almagro Coyhaique
589,Waitati,NZ,42.8,few clouds,-45.75,170.5667,Arden Country House BnB Dunedin
590,Buraydah,SA,93.65,clear sky,26.326,43.975,Mövenpick Qassim
591,Mehamn,NO,42.75,broken clouds,71.0357,27.8492,Mehamn Arctic Hotel AS
592,Ampanihy,MG,62.37,clear sky,-24.7,44.75,Angora Hotel
593,San Jose,US,103.89,scattered clouds,37.3394,-121.895,The Westin San Jose
594,Kozhva,RU,59.7,scattered clouds,65.1073,57.0459,Gostinicha IP Kayuda Olga Aleksandrovna
595,Inirida,CO,82.2,overcast clouds,3.8653,-67.9239,Fuente del Guania Hotel de Lujo
597,Sovetskiy,RU,52.11,broken clouds,61.3614,63.5842,Apartment on Kievskaya 29
598,Shizunai,JP,55.24,overcast clouds,42.3339,142.3669,Shizunai Eclipse Hotel
600,Westport,US,80.1,few clouds,41.1415,-73.3579,The Westport Inn
601,Santa Isabel Do Rio Negro,BR,80.28,overcast clouds,-0.4139,-65.0192,Hotel GSA
602,Tuatapere,NZ,37.27,overcast clouds,-46.1333,167.6833,Ron and Tony's Bed & Breakfast
603,Vyara,IN,82.51,overcast clouds,21.1167,73.4,Crystal Guest House
604,Iracoubo,GF,80.28,overcast clouds,5.4802,-53.2011,Le Gîte d’Iracoubo
605,Watertown,US,79.41,broken clouds,42.3709,-71.1828,16 Washburn Street Watertown MA
606,Sibu,MY,73.71,moderate rain,2.3,111.8167,RH HOTEL (4 Star)
607,Imbituba,BR,61.86,overcast clouds,-28.24,-48.6703,Praia Hotel Imbituba
608,Ban Chang,TH,85.48,few clouds,12.7254,101.0553,Grand Garden Hotel
609,Wajima,JP,64.81,light rain,37.4,136.9,Wajiima Onsen Yashio
610,Beni,CD,61.92,broken clouds,0.5,29.4667,Albertine hotel
611,Fuyu,CN,61.07,few clouds,45.1833,124.8167,Education Hostel
612,Fuerte Olimpo,PY,68.52,light rain,-21.0415,-57.8738,Hospedaje DAMI
613,Sisimiut,GL,37.96,scattered clouds,66.9395,-53.6735,Hotel Sisimiut
614,Acapulco,MX,87.62,scattered clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
616,The Pas,CA,71.62,broken clouds,53.8251,-101.2541,Wescana Inn
617,Bundaberg,AU,48.22,overcast clouds,-24.85,152.35,Takalvan Motel
619,Bilma,NE,95.04,broken clouds,18.6853,12.9164,Expeditions Ténére voyages
620,Miri,MY,75.34,scattered clouds,4.4148,114.0089,"Mega Hotel, Miri"
621,Tezu,IN,73.17,overcast clouds,27.9167,96.1667,Circuit House
622,Mananjary,MG,66.56,few clouds,-21.2167,48.3333,Vahiny Lodge
623,Macau,MO,80.4,scattered clouds,22.2006,113.5461,Grand Emperor Hotel
624,Shu,KZ,67.46,broken clouds,43.5983,73.7614,Shyngyzkhan
625,Camapua,BR,66.47,overcast clouds,-19.5314,-54.0439,Comercial Estrela
626,Mokrousovo,RU,52.39,few clouds,55.8103,66.7653,Tserkov'
627,Brigham City,US,91.42,clear sky,41.5102,-112.0155,Best Western Brigham City Inn & Suites
629,Zanjan,IR,57.38,clear sky,36.6736,48.4787,Qasr Hotel
630,Washington,US,74.57,overcast clouds,47.5001,-120.5015,"Cashmere Cider Mill Guest Suites, Weddings & Tasting Room"
631,Sao Joao Da Barra,BR,77.09,scattered clouds,-21.6403,-41.0511,Pousada Porto De Canoas
632,Sechura,PE,75.15,few clouds,-5.5569,-80.8222,Hospedaje Costa Bella
633,Chadan,RU,47.7,clear sky,51.2833,91.5833,Zharki
634,Dire Dawa,ET,70.59,broken clouds,9.5931,41.8661,Samrat Hotel
635,Lumut,MY,77.02,few clouds,4.2323,100.6298,"Marina Island Pangkor Resort & Hotel (Suites, Function Rooms and Convention Hall)"
636,Fairbanks,US,57.09,broken clouds,64.8378,-147.7164,Westmark Fairbanks Hotel & Conference Center
637,Natitingou,BJ,73.09,light rain,10.3042,1.3796,Cotonou
638,Humberto De Campos,BR,76.57,scattered clouds,-2.5983,-43.4611,Pousada do Cabeça
639,Paris,FR,68.11,clear sky,48.8534,2.3488,Britannique Hotel - Paris Centre
640,Provins,FR,61.92,clear sky,48.5833,3.1667,Gîte de Corberon
641,San Rafael,AR,54.59,few clouds,-34.6177,-68.3301,Hotel San Rafael
642,Banda Aceh,ID,78.82,overcast clouds,5.5577,95.3222,OYO 884 Rumoh PMI Hotel
643,Point Pedro,LK,81.99,overcast clouds,9.8167,80.2333,Gtr homes
644,Oktyabrskoye,RU,59.14,overcast clouds,43.0645,44.7417,Prolesok Mini-hotel
645,Maragogi,BR,76.6,broken clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
646,Ningyang,CN,65.3,overcast clouds,35.7642,116.7914,Chong'er Guesthouse
647,Zaysan,KZ,69.12,clear sky,47.4667,84.8667,Ерлан үй
649,Guanica,PR,86.97,broken clouds,17.9716,-66.908,Copamarina Beach Resort & Spa
650,San Vicente,AR,52.75,overcast clouds,-26.6167,-54.1333,Complejo Turístico Farelluk
651,Fredericksburg,US,83.01,overcast clouds,38.3032,-77.4605,Courtyard by Marriott Fredericksburg Historic District
652,Schio,IT,73.56,clear sky,45.7124,11.3574,Schio Hotel
653,Nemuro,JP,48.76,broken clouds,43.3236,145.575,Hotel Nemuro Kaiyoutei
654,Bilibino,RU,64.06,clear sky,68.0546,166.4372,Gostinitsa Severyanka
655,Zemio,CF,71.98,scattered clouds,5.0314,25.1361,OCHA Office
656,Mendi,PG,54.63,broken clouds,-6.1761,143.6513,Kiburu Lodge
657,Kavaratti,IN,82.53,overcast clouds,10.5669,72.642,Hotels in Lakshadweep Islands
658,Aljezur,PT,66.88,clear sky,37.3191,-8.8033,Amazigh Hostel
659,Markova,UA,57.79,broken clouds,48.6758,24.4138,Vas.VOM
660,Fairview,US,79.88,few clouds,40.8126,-73.999,Homewood Suites by Hilton Edgewater-NYC Area
661,Klaksvik,FO,52.72,moderate rain,62.2266,-6.589,Airbnb rooms
665,Hobyo,SO,79.03,broken clouds,5.3505,48.5268,Iftin hotel hobyo
666,Stornoway,GB,53.92,drizzle rain,58.2093,-6.3865,Caladh Inn
667,Leningradskiy,RU,40.57,overcast clouds,69.3833,178.4167,Gostinitsa
668,La Ligua,CL,66.92,few clouds,-32.4524,-71.2311,Hotel Anchimallen
669,Cap Malheureux,MU,69.48,moderate rain,-19.9842,57.6142,Pereybere Hotel & Spa
670,Itaituba,BR,82.56,scattered clouds,-4.2761,-55.9836,Hotel Campos
673,Svetlogorsk,BY,64.89,clear sky,52.6333,29.7333,Hotel Svetlogorsk JBIK
674,Sainte-Suzanne,RE,71.78,broken clouds,-20.9061,55.6089,Gites Ango
675,Buta,CD,68.85,light rain,2.7858,24.73,HOTEL BISO NA BISO
676,Saraza,PH,78.57,overcast clouds,8.7356,117.78,Farmqo Beach (Matangkay)
677,Lyngseidet,NO,44.6,few clouds,69.5763,20.2189,Magic Mountain Lodge
678,Port Moresby,PG,76.42,light rain,-9.4431,147.1797,Lamana Hotel (Port Moresby)
679,Gualaquiza,EC,65.26,overcast clouds,-3.4,-78.55,Hotel Merceditas
680,Caluquembe,AO,53.26,clear sky,-13.7833,14.6833,Hotel Kalukembe
681,Taksimo,RU,56.88,light rain,56.3444,114.8794,"Gostinitsa ""Domashniy Ochag"""
682,Prenzlau,DE,57.34,overcast clouds,53.3167,13.8667,Hotel Overdiek
683,Qaqortoq,GL,44.74,overcast clouds,60.7167,-46.0333,Siniffik Inn
684,Parana,AR,52.56,scattered clouds,-31.732,-60.5238,Howard Johnson by Wyndham Plaza Hotel Mayorazgo
685,Aflao,TG,75.33,few clouds,6.116,1.1914,Hotel LeBenin
686,Goderich,CA,68.32,few clouds,43.7501,-81.7165,Harmony Inn
687,Sayyan,YE,67.08,broken clouds,15.1718,44.3244,ملاطف ابوحورية
688,Tazovskiy,RU,57.24,overcast clouds,67.4667,78.7,TazHostel
689,North Platte,US,85.98,clear sky,41.1239,-100.7654,"Holiday Inn Express & Suites North Platte, an IHG Hotel"
690,Qurbus,TN,71.64,clear sky,36.8167,10.5687,اقامةالمياه المعدنية
691,Cornwall,CA,68.38,clear sky,45.0181,-74.7281,Ramada by Wyndham Cornwall
